Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
.,org.jkiss.dbeaver,DBeaverPreferences,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: AGENT_ENABLED; AGENT_LONG_OPERATION_NOTIFY; AGENT_LONG_OPERATION_TIMEOUT; SECURITY_USE_BOUNCY_CASTLE; TEXT_EDIT_UNDO_LEVEL; CONFIRM_EXIT; CONFIRM_DRIVER_DOWNLOAD; CONFIRM_DISABLE_NETWORK_HANDLER; NAVIGATOR_EDITOR_FULL_NAME; PROPERTY_USE_ALL_COLUMNS_QUIET; UI_AUTO_UPDATE_CHECK; UI_UPDATE_CHECK_TIME; UI_KEEP_DATABASE_EDITORS; UI_KEEP_DATABASE_EDITORS_ON_DISCONNECT; UI_USE_EMBEDDED_AUTH; UI_SHOW_HOLIDAY_DECORATIONS; RESOURCE_HANDLER_ROOT_PREFIX; LOGS_DEBUG_ENABLED; LOGS_DEBUG_LOCATION
.,org.jkiss.dbeaver,DBDatabaseException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver,DBDatabaseException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DBException
.,org.jkiss.dbeaver,DBException,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; ERROR_CODE_NONE
.,org.jkiss.dbeaver,Log,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ServiceRegistry; Log; ModelPreferences; DBPConnectionConfiguration; DBPConnectionBootstrap; GeneralUtils; ApplicationDescriptor; DBPApplication; DBPPlatform; DBPWorkspace; DBPProject; DBPDataSourceRegistry; DBWNetworkProfile; DBWHandlerConfiguration; DBPDataSourceContainer; DBSObjectFilter; SQLUtils; SQLDialect; DBPDataSource; DBDDataFilter; DBDAttributeBinding; DBDRowIdentifier; DBSEntity; DBSEntityType; DBIcon; DBSEntityConstraint; DBUtils; DBSDataContainer; DBCSession; DBCExecutionContext; DBCExecutionContextDefaults; DBCException; DBCStatement; DBCResultSet; DBDDataReceiver; DBVEntity; DBVContainer; DBVModel; DBVObject; JSONUtils; DBNDatabaseNode; DBXTreeItem; AbstractDescriptor; DBXTreeNode; DBNNode; DBNModel; DBNRoot; DBNProject; DBNProjectDatabases; DBNLocalFolder; DBNDataSource; DBNUtils; DBXTreeFolder; DBPDataSourceProviderRegistry; DBPDataSourceProviderDescriptor; DBPDriver; DBPAuthModelDescriptor; DBPConnectionType; DBWorkbench; DBPApplicationWorkbench; AbstractApplication; ApplicationRegistry; RuntimeUtils; DBPDriverSubstitutionDescriptor; DBPDriverSubstitution; DBPEditorContribution; DBXTreeObject; DBNResource; DBPResourceHandler; DBNEvent; DBPPlatformDesktop; DBPWorkspaceDesktop; DBPResourceHandlerDescriptor; DBPResourceTypeDescriptor; ResourceUtils; ContentUtils; AbstractJob; DBEObjectManager; DBECommand; DBEPersistAction; DBNRegistry; DBNModelExtenderDescriptor; DBNModelExtender; DBNNodeExtendable; INavigatorListener; DBSObjectState; DBVUtils; DBVEntityAttribute; DBNLegacyUtils; DBNFileSystems; DBNFileSystem; DBNFileSystemRoot; DBFFileSystemDescriptor; DBFFileSystemProvider; DBFFileSystemManager; DBNPathBase; DBNPath; EFSNIOResource; EFSNIOFileStore; EFSNIOListener; EFSNIOMonitor; DBXTreeIcon; DBNDatabaseItem; DBValueFormatting; DBExecUtils; DBPErrorAssistant; DBCTransactionManager; DBCSavepoint; SQLQuery; SQLSelectItem; SQLSemanticProcessor; DBDAttributeConstraint; DBECommandContext; DBECommandListener; QMMConnectionInfo; QMMProjectInfo; QMMStatementInfo; QMMStatementExecuteInfo; QMMTransactionSavepointInfo; QMMTransactionInfo; QMMObject; InvalidateJob; DBObjectNameCaseTransformer; QMUtils; QMExecutionHandler; DBRFeature; DBRFeatureRegistry; DBRFeatureTracker; QMEventBrowser; QMEventCursor; QMMetaEventEntity; DBVEntityForeignKey; DBVModelSerializerLegacy; DBVEntityConstraint; DBEObjectRenamer; DBVModelSerializerModern; DBSEntityAssociation; DBSInstance; DBServiceConnections; DefaultValueHandler; DBDAttributeTransformer; SQLSyntaxManager; SQLQueryParameter; DBSSecretController; DBInfoUtils; DBAAuthProfile; DBACredentialsProvider; DBACertificateStorage; SystemVariablesResolver; AuthModelDatabaseNative; DBPDataSourceProvider; PrefUtils; DataFormatterProfile; DataFormatterDescriptor; PropertyDescriptor; DataFormatterRegistry
.,org.jkiss.dbeaver,Log,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
.,org.jkiss.dbeaver,Log.Context,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: contextName; contextParameters
.,org.jkiss.dbeaver,Log.Context,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver,Log.Listener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver,LogOutputStream,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_MAX_LOG_SIZE; DEFAULT_MAX_LOG_FILES_COUNT; LOGS_MAX_FILE_SIZE; LOGS_MAX_FILES_COUNT; currentLogFile; logFileLocation; currentLogFileOutput; currentLogSize; maxLogSize; maxLogFiles; logFileName; logFileNameExtension; logFileNamePattern
.,org.jkiss.dbeaver,ModelPreferences,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: title; useBlankLine; useSmart; title; title; PLUGIN_ID; CLIENT_TIMEZONE; CLIENT_BROWSER; PROP_USE_WIN_TRUST_STORE_TYPE; PROP_PREFERRED_IP_STACK; PROP_PREFERRED_IP_ADDRESSES; NOTIFICATIONS_ENABLED; NOTIFICATIONS_CLOSE_DELAY_TIMEOUT; NOTIFICATIONS_SOUND_ENABLED; NOTIFICATIONS_SOUND_VOLUME; DICTIONARY_MAX_ROWS; QUERY_ROLLBACK_ON_ERROR; EXECUTE_RECOVER_ENABLED; EXECUTE_RECOVER_RETRY_COUNT; EXECUTE_CANCEL_CHECK_TIMEOUT; DEFAULT_CONNECTION_NAME_PATTERN; CONNECTION_OPEN_TIMEOUT; CONNECTION_VALIDATION_TIMEOUT; CONNECTION_AUTO_CLOSE_ENABLED; CONNECTION_CLOSE_TIMEOUT; SCRIPT_STATEMENT_DELIMITER; SCRIPT_IGNORE_NATIVE_DELIMITER; SCRIPT_STATEMENT_DELIMITER_BLANK; QUERY_REMOVE_TRAILING_DELIMITER; MEMORY_CONTENT_MAX_SIZE; CONTENT_HEX_ENCODING; CONTENT_CACHE_CLOB; CONTENT_CACHE_BLOB; CONTENT_CACHE_MAX_SIZE; META_SEPARATE_CONNECTION; META_DISABLE_EXTRA_READ; META_CASE_SENSITIVE; META_USE_SERVER_SIDE_FILTERS; META_EXTRA_DDL_INFO; META_CLIENT_NAME_DISABLE; META_CLIENT_NAME_OVERRIDE; META_CLIENT_NAME_VALUE; CONNECT_USE_ENV_VARS; RESULT_NATIVE_DATETIME_FORMAT; RESULT_NATIVE_NUMERIC_FORMAT; RESULT_SCIENTIFIC_NUMERIC_FORMAT; RESULT_TRANSFORM_COMPLEX_TYPES; RESULT_REFERENCE_DESCRIPTION_COLUMN_PATTERNS; NET_TUNNEL_PORT_MIN; NET_TUNNEL_PORT_MAX; RESULT_SET_USE_FETCH_SIZE; RESULT_SET_MAX_ROWS_USE_SQL; RESULT_SET_BINARY_PRESENTATION; RESULT_SET_BINARY_STRING_MAX_LEN; RESULT_SET_IGNORE_COLUMN_LABEL; RESULT_SET_REREAD_ON_SCROLLING; RESULT_SET_MAX_ROWS; SQL_PARAMETERS_ENABLED; SQL_PARAMETERS_IN_EMBEDDED_CODE_ENABLED; SQL_ANONYMOUS_PARAMETERS_ENABLED; SQL_ANONYMOUS_PARAMETERS_MARK; SQL_NAMED_PARAMETERS_PREFIX; SQL_CONTROL_COMMAND_PREFIX; SQL_VARIABLES_ENABLED; SQL_FILTER_FORCE_SUBSELECT; SQL_FORMAT_KEYWORD_CASE; SQL_FORMAT_EXTERNAL_CMD; SQL_FORMAT_EXTERNAL_FILE; SQL_FORMAT_EXTERNAL_TIMEOUT; SQL_FORMAT_LF_BEFORE_COMMA; SQL_FORMAT_BREAK_BEFORE_CLOSE_BRACKET; SQL_FORMAT_INSERT_DELIMITERS_IN_EMPTY_LINES; READ_EXPENSIVE_PROPERTIES; READ_EXPENSIVE_STATISTICS; UI_DRIVERS_VERSION_UPDATE; UI_DRIVERS_HOME; UI_PROXY_HOST; UI_PROXY_PORT; UI_PROXY_USER; UI_PROXY_PASSWORD; UI_DRIVERS_SOURCES; UI_DRIVERS_GLOBAL_LIBRARIES; UI_MAVEN_REPOSITORIES; NAVIGATOR_SHOW_FOLDER_PLACEHOLDERS; NAVIGATOR_SORT_ALPHABETICALLY; NAVIGATOR_SORT_FOLDERS_FIRST; PLATFORM_LANGUAGE; TRANSACTIONS_SMART_COMMIT; TRANSACTIONS_SMART_COMMIT_RECOVER; TRANSACTIONS_SHOW_NOTIFICATIONS; TRANSACTIONS_AUTO_CLOSE_ENABLED; TRANSACTIONS_AUTO_CLOSE_TTL; DICTIONARY_COLUMN_DIVIDER; RESULT_SET_USE_DATETIME_EDITOR; mainBundle; preferences
.,org.jkiss.dbeaver,ModelPreferences.SeparateConnectionBehavior,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: title
.,org.jkiss.dbeaver,ModelPreferences.SeparateConnectionBehavior,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver,ModelPreferences.SQLScriptStatementDelimiterMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: useBlankLine; useSmart; title
.,org.jkiss.dbeaver,ModelPreferences.SQLScriptStatementDelimiterMode,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver,ModelPreferences.SQLScriptStatementDelimiterMode,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: useBlankLine; useSmart; title
.,org.jkiss.dbeaver,ModelPreferences.IPType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: title
.,org.jkiss.dbeaver,ModelPreferences.IPType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.registry,DataSourceDescriptorManager,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.registry,EclipsePluginApplicationImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.registry,EclipsePluginApplicationImpl,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DesktopApplicationImpl
.,org.jkiss.dbeaver.registry,SWTBrowserRegistry.BrowserSelection,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
.,org.jkiss.dbeaver.registry,SWTBrowserRegistry.BrowserSelection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
.,org.jkiss.dbeaver.registry,WorkbenchHandlerRegistry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; EXTENSION_ID; WORKBENCH_WINDOW_INITIALIZER; instance; type; wwInitializers
